review,label,score
"The app is awesome, I could learn a lot and choose what language as well as teachers who I want to study with, the interface is awesome, easy to understand and has a lot of fitures. I don't know if the others is having the troubles, but in my realme 7 device, the app has drain a lot of battery consumsion in the background, even if I don't open it at all. I hope and I know that Cakap Team would help solve problem and perfecting the app. Thanks",NEGATIVE,0.8592649102210999
"This app works on me. But in my opinion, it still needs to be improved, especially when I change the screen to horizontal, the video cannot display the duration of the video being played. So if I want to loop or jump to my desired sequence, it's a little annoying. Because I can only press 10 seconds ahead before or after. Hopefully you can fix it, but this app is great because there is no buffering while watching videos 😀😊",POSITIVE,0.7392206788063049
"Just downloaded, update profile then reatarted, then stuck on boot the apps and stopped in C sign only. I've waited for about 30 minutes and didn't change. I did it over and over and still didn't change. It literally stops in C pict. I've check my internet connection as well and no problem with the internet. I think you must work on it. I use phone with ram/rom 4/128 still 38% of the storage empty. Firmware the newest android 10.1 Thanks",NEGATIVE,0.9947157502174377
"The app is awesome, I could learn a lot and choose what language as well as teachers who I want to study with, the interface is awesome, easy to understand and has a lot of fitures. I don't know if the others is having the troubles, but in my realme 7 device, the app has drain a lot of battery consumsion in the background, even if I don't open it at all. I hope and I know that Cakap Team would help solve problem and perfecting the app. Thanks",NEGATIVE,0.8592649102210999
"This app works on me. But in my opinion, it still needs to be improved, especially when I change the screen to horizontal, the video cannot display the duration of the video being played. So if I want to loop or jump to my desired sequence, it's a little annoying. Because I can only press 10 seconds ahead before or after. Hopefully you can fix it, but this app is great because there is no buffering while watching videos 😀😊",POSITIVE,0.7392206788063049
"Just downloaded, update profile then reatarted, then stuck on boot the apps and stopped in C sign only. I've waited for about 30 minutes and didn't change. I did it over and over and still didn't change. It literally stops in C pict. I've check my internet connection as well and no problem with the internet. I think you must work on it. I use phone with ram/rom 4/128 still 38% of the storage empty. Firmware the newest android 10.1 Thanks",NEGATIVE,0.9947157502174377
"I really enjoyed use this application. This application is very easy to use and operating, the programs are variable too, most of the teachers are good and the way they convey the materials are clear enough to understand. Even the webinar session was difficult to access but it's okay because finally i can access the session. I had so much fun to join and gained more experience with Prakerja and Cakap. Thanks a lot Cakap and Prakerja 💖",POSITIVE,0.9996906518936157
"this is an excellent platform to improve my english skill. I loved the way how the tutor teaches during the class, clear voice, clear visual also the material is clear and to the point. This platform is really helpful for me to improve my english and help me to get the job that I want. I hope Cakap can be more than this because this app is amazing! thank you!",POSITIVE,0.9998310804367065
"I am a driver online and this program really helps me to improve my English skill. I do love how the way CAKAP's tutor explain the materials during the class. It's fun when I joined the class cz of the tutor has a good preparation, great visual, and clear voice even sometimes got a mispronouncing, but that's OK. I hope Cakap can be more than this inasmuch as this app is very useful! TYSM!!! 🙏🏻🙏🏻",POSITIVE,0.9993857145309448
"Seamless online learning experience. I like Cakap English Club Premium so much as it allows me to practice English in a fun way, with topics that are modern and cool. The teachers are communicative and always able to answer my questions. They're very nice, too. There are foreign and Indonesian teachers. All are nice to me! The customer service agents are fast to respond to my questions. Couldn't ask for a better app. Good job Cakap! 10 out of 10 ⭐⭐⭐⭐⭐",POSITIVE,0.9997581839561462
"This app is so awesome. I can improve my English skills in my spare time, because I can manage my own study time. The tutors here are very friendly and energetic, so the delivery of the material is very clear (easy to understand). During the class session, I was invited to be more active in speaking, so that my pronunciation became clearer. In addition, this application is very unique / cool, because there are additional Upskill features that are very useful",POSITIVE,0.999767005443573
"i highly recommend this app to anyone looking to learn a new language. It's fun, effective, and convenient!",POSITIVE,0.9998433589935303
"A good apps to learn various skills, not just a language skills. Very helpful and also user-friendly interface that can guide users to go through many menus which are accessible to be used.",POSITIVE,0.9996870756149292
"A very helpful application for learning a new language, easy to use and understand",POSITIVE,0.9997822642326355
"I will tell my friend that this platform was very helpful, thanks Cakap. You are in the good point and good track. Keep it up!!",POSITIVE,0.9998595714569092
"Just installed the app but cant open it because it prompted me to update. However theres no update at play store. Have tried few times but no luck. - Edit 1. Just switched the stars up to 5 from 1. Prompt responce from Cakap with real solution. Have tried the app, and it worked wonder. The difference with other apps like zenius and ruangguru was apparent with its 2 way video which suited me well. Very recommended for someone who prefers to learn with real feedback from real tutors",POSITIVE,0.9958219528198242
"I've great experience learning with Cakap. This is the best application to learn English. All the materials are excellent, easy to understand and useful. I took Cakap Prakerja for Presentation Class and all the explanation and exercises are great. And the Webinar it's fun and great session. Thank you Cakap Team !!",POSITIVE,0.9998791217803955
"This is a very good application.. This application is very helpful. the material presented by the teacher is easy to understand so that it makes us understand faster, interesting and also not boring. For example, I am more enthusiastic about learning English thanks to a proficient application. because it feels easier to use this application .. so if you want to learn a language you can use a capable application ..",POSITIVE,0.9996378421783447
"Personally, through this app I got some new knowledge that I don't know before especially about tourism and service. And I think this app was help so many people who need knowledge and improve their skills which the explanations from each materials, I can get the point easier. I hope this app can be grow up to help as a media to teach anyone who need learn English in tourism and others exactly. That's all from me, thank you 😇😇",POSITIVE,0.9938649535179138
"Great app with easy and simple learning interactions. As well as tutorials that are easy to understand. The administration is also quite simple and the teachers are friendly and welcoming. However, when the session was online, the webinar was always annoyed with knocking on the door of a member who was studying. and for webinars to improve the online participation system again so as not to disturb participants who are holding lessons. Thank you",POSITIVE,0.9938675761222839
"This apps is good for learning English.. The way the speakers explain the lessons is clear and easy to understand.. However,, it makes me confused for the Webinar itself.. The schedule is less clear.. It's written at 4 p.m. but the next day it changes and after following the new schedule,, it's written at 4 again.. But overall,, this apps really helps me to improve my English skill,, especially in Presentation..",POSITIVE,0.9958294034004211
"Very usefull app for learning foreign languages. You dont need to join any offline course anymore. Just download this app and you can learn foreign languages anywhere anytime. Its not like the other online languages learning app. Its more interactive, more interesting, great UI, you wont get bored using this app. Number 1 recomended online languages learning app",NEGATIVE,0.7850686311721802
"This Cakap Application is amazing, easy to understand, all teacher was wonderful, smart and speaking clearly. I got so many vocubularies from this application. I took the course was tourism and service course. To those who wants to learn English faster you sholud download this Cakap Application. So many subject and usefull lesson are here. Thank you so much for Cakap applicstion. Its a great Application I had ever seen.",POSITIVE,0.9995511174201965
I enjoy the class because they have a kind teacher with clear explanation. I can speak interactively with the teacher that could increase my speaking skills. Maybe for developer team I suggest to make feature for talking while in fullscreen to material. So we could still read the slides clearly while we talk to the teacher. It also could be greater if we have a desktop version for this app. So we could attend the class more enjoy and not too much distraction. Thanks!,POSITIVE,0.9978569149971008
"Its very helpful ! Got so much fun learn Chinese in Cakap. Well, Cakap is a good application for us who want to learn foreign language easily. You can learn foreign languages anytime and anywhere. It would be nice if we can download this app in various country. I'm waiting for Cakap to be the leader of language e-learning app in Indonesia soon 🖤 Good Job !",POSITIVE,0.998689591884613
"This is an awesome app and excellent platform to improve my language skill. The tutors are very friendly and this platform can manage my own study time, us really helpfull for me. I hope Cakap can be more than this because this app is amazing and I know that Cakap team would help solve problem and perfecting the app. Thanks",POSITIVE,0.9998360872268677
